X_07j6EI4gu:     3528     
fnAJkr:     -1508     5
W:     1658     true
QagZHluR1RV93QP:     -7734.9100761752725     5
tw3w35Rhm2Cszl:     175     5
TFokNj89:     1707     false
EEN:     -3326     false
gsq_au4E7:     -2109     5
e069a0N1OmCpTd92bs9:     -2819     
BL:     39     false
QyMaUaLFh_197:     3910.1109723972677     5
fNY4x:     999999     5
F9Ux2C_PdcD:     3529     true
lGOCg8bk2oaX3fyUMer:     -2721     5
nGN:     4016     true
VZ:     -4456     false
r0JJMPhSHXd99Zz7_9Q:     999999     false
lL82:     999999     true
bpFV4_nVgbr:     999999     random_value
Zh86794JYPG8ZEisi:     999999     random_value
tpv:     999999     false
Rt:     -208     false
NhRf08XumMPk7usl7:     -2988     5
mmZzRzlEHYBKeeK9:     not_a_number     false
oX5uLZAmWc6LCt:     -1989     true
SWwOu7:     -3677     false
hGalpfWP:     4542     
XJ:     not_a_number     true
b5jbICCRB6EdiGGhij:     -1148     5
t0WaLjuxs:     2675     5
zfkBQIYN3LZYNrZ:     1169     
aOVZiEib8IPex35k:     not_a_number     true
Ztq2TWQOYK:     -1475     random_value
e8tkGrQdKiOAI9Kq:     -987     5
cz:     2208     5
uEnbF4h:     4505     true
IjTIS4WUI4Jp1HmWm9:     -1429     
li5SqYwIq5kOEXXG:     999999     
F0DDuFkmjbcEaB7h5j1B:     999999     5
WXbRKy8:     -3491     5
xDd:     4998     true
bCLc7La5jqbZ:     2626     false
jutgvldt:     not_a_number     5
LPoKHx:     3867     
iSsK1_kp6OFAF:     not_a_number     
N7gc:     999999     5
IR6v6qu5dSA:     -2950     5
JUV004aEwuGV5:     999999     5
W3SqxLEWRJ:     -511     random_value
JFfcta49kCZkoFRThx:     999     true
joJmeSzkjz27TA:     616     true
g0G1h:     -1201     false
taYKtotmAAeR5XdCVJmR:     2632     random_value
wkyxUn1:     -4298     
t:     2848     true
FAFflzNOTnPFNS32FQ8:     not_a_number     
VD:     4256     random_value
ZJkzF:     999999     random_value
Cr:     -1814.6502681471575     random_value
fi:     -9834.816168603042     true
o73zyW27xl6TMG:     -4384     5
BLq:     -1812     5
eXUW3PQSqyizKIQBQ:     -3087     false
rb:     4050     true
RRg:     2877     5
JWlQQrX8X:     -3275.411767256398     5
CWVYDvneD:     -3901     false
UAaBVgkBg:     -9230.693114032081     false
KKO:     -761     false
aPe4g:     4932     5
u4g9VIbY:     2560     5
SXvg8nExxn:     4265     
PJGHIXwYaoTp895:     999999     
g6y:     2926     random_value
S5w5JHulvLLARNS:     999999     5
CS2kso3JdutL:     not_a_number     5
IAwWVlZ:     999999     
FIYt1dKw:     999999     random_value
CPYIm1jEq6TA0wxbFV:     999999     false
lL:     -583.0967189053154     
heZDUxidoC:     -4462     false
D1mmvJrVk:     999999     true
mugnK_3C18b4M:     999999     random_value
nyIcxh9uCD2:     -3862     true
hDhPkhXwhYQoo6UbkMC:     -2519     true
k30eyZSQlMJdL3i0aI:     13     false
h9gvgjbrR_UR0QZOzF:     999999     true
yQ:     -4572     false
mQCsMHFHNNAUE3:     not_a_number     random_value
tFKLOlA8tUuI9G:     not_a_number     true
UYHj17M:     999999     5
e9Y2e_mp_gm:     -567     random_value
WeLs9CYixvdId7E:     999999     
iUeEO0:     not_a_number     
hsHIgjoITqX:     1835     random_value
ULA89qx4bcA:     999999     
gbkqcYUIcG8UdiZjksEM:     3125     5
kKJV16T2G24XbQK:     not_a_number     random_value
BWx4lxj0RlG_l_J:     1946     
D_Hgb2rEdBg3SWW:     -5442.107989268601     5
lNQd:     -3311     true
VNC:     999999     false
GIEOLD:     4863     
CE2g9ShGfJ5yU0hX:     999999     5
kgCuzm:     -3172.743895216081     true
H5nFcIr0v:     1912     true
TII9Dhz3WCr:     3016     true
oG:     not_a_number     false
EqgnzPYfzR:     3015.3323763778335     5
gl:     139     false
ncr3vOx8oKxH:     714.7421040772188     true
DwlW58ZUSGIUtD8JW:     -3046     5
MfcCXUBHVPWlk:     999999     
lPRjMcgirV:     6420.229808596116     true
AiB:     -751     random_value
LJhXm:     not_a_number     true
IFjQ4UApq9wHbRAUhii3:     8745.910262735291     random_value
rEQ:     576     true
EKJ1nlx5XmAO1P:     not_a_number     
PJGBAHn9Bb5iwTJy4Y7:     -3013     random_value
oe:     999999     false
iXQY3dHUw8uskrsbi4F:     999999     5
Ws:     not_a_number     5
BfhHwsjD4ss5VbG9rh:     754     5
TkDiUUW:     999999     true
M3_DH_kX:     999999     true
gwnRYg69zOcBZyuqaMk:     9516.09421203606     5
ROky474vL82FH:     267     5
OwZlEdyqMWWiDYPOOY9:     999999     random_value
qf_fpX:     999999     
oSOq32:     999999     false
eHBCm:     999999     random_value
i2vdKirK8:     -9178.581722691524     5
DM2xAl5bOcCwK1FZ11q:     -68     5
BEf9fws5wS2VOquu3XXg:     not_a_number     5
mcPr4FLMeH:     -230     false
w1Jjgp:     1068     false
FHRtg:     2955     
AStuBG6:     7735.078271179718     
UIJuqX5abLxXiMla:     4087     5
mzlvUca1BUJN:     not_a_number     5
kKUo:     4900     false
U_rr3xHlV3YnjTy4P:     1418     true
Zk6HoqkdIDQYPhn:     not_a_number     true
zf_V_jNXV1Mo4FPwNZ:     999999     false
hVwLl__:     8526.64849833593     5
aN2AofS:     not_a_number     true
RPZJesQ1dur85Vm:     -3866     false
cZ9Zgji5asCiv2cdxSE:     not_a_number     5
g:     -4371     false
CWwFJOpGROTG2AnCQSZ:     -1582     5
vRfzOwHaQEt:     4834     5
EZWqiu35v82zpq:     -4672     false
F9d1vpMdUPqqU2w1HeN:     999999     true
LurnMo1Z:     999999     true
NKItKy7ywvW:     8549.082228576295     false
h4ecKGeuVrnZlbjX_v:     -4061.3496910623417     random_value
mA1C:     not_a_number     
D0LlS4HBA7fp:     -1182     false
iWy:     999999     true
Dd8pxqvGT2g:     not_a_number     
hjV7tcO0G3w:     -4893     5
SzSIX9bVNpI1rm:     736     random_value
OrPWbHkcCZ79FokAFB:     -2387     true
GTfoAhDDJ_uq3om:     999999     random_value
re:     not_a_number     true
SxbWbbCrDdcC4UehHQ:     3086     5
kMRpqz43UGOE1B_bQ60:     993     5
UB1dfvTVsrKaXZtPVdK:     not_a_number     false
d:     -4539     true
IXaD8LWnYs7orrO:     5499.629480598354     false
SPbUxwviGYY:     -1932     false
lbXLnLoAHJ_oPZswtU5:     999999     
pQCOk3gaKZWOIX:     2662     true
IN6m78_0MxIreD:     999999     
H:     -3020     false
Qq5ug1j71:     999999     
Lxd5msByIX:     999999     
tDCblFVBS4cW:     5183.798596915767     
Ut2Qu:     -2523     5
VGE_0w:     -3495     true
WiHB5eQTy5aPs7sZ3:     not_a_number     random_value
L8v4L5hxELuTve:     not_a_number     random_value
Ky4HOy6S5x9M2WOpn:     -2998.082837215319     false
VeBoy:     not_a_number     
tgWbCd:     2225     
KHd8UXkERAwj9zn:     4393     false
hebiFpbKReU:     -303     random_value
ufBa5tA4Kufei:     -1411     5
oq0q9bF:     -803     true
XrdL7KaL1onc:     1638     true
fyZds8p8zkZGs:     1385     true
kKSNTtlLQ_eHnr:     1058.9212494908843     5
b4xUtGJyGoMaMOI0aklq:     999999     
YHfG1I:     -2891.2445076580843     false
E:     -520     5
ebmosIbqBZbgV1oPK:     not_a_number     random_value
bY8r6btJx7G2oxcCPS:     999999     
tkx60oGKmGsa9:     not_a_number     random_value
lIr80cbg0rQxjjS:     706     random_value
xB:     2441     5
oLfopnnDX2h51hDq:     -392     
IFCAYUkiosytt:     999999     random_value
eq:     -4858.455947858611     false
UQm3Ik7BD:     -431     5
vVkOxvs8dcxDwvG:     999999     false
y8JOnnzZ8u4yIKtjS68:     4851     false
jG:     3911     
WEhiYrkno2wFpTz:     2672     false
SyFudlZAc7TtgE:     -3490     
Ept_7EMrxmvN:     not_a_number     false
yYC1KLIYIgMgidYnp9yx:     -3568     true
Bwlr:     -4162     true
up4N0om:     2933     true
hhyQeY:     5185.074665392578     
uOZGKHWpsO:     not_a_number     
popxAst:     999999     false
TzE:     1340.0301363868002     random_value
mJpmO4RBNgeOH2in:     -1017.6425442492127     false
GqLrATx0dIZkpi:     -4310     
WbY3SiNdd:     999999     true
D2n8ZkavpjpLdULSp7:     3647.698136536479     random_value
eO4XQN44rxiup41eg3TZ:     -2016.0955290415686     5
Csejue64Jz8_vQ:     -787     false
YX5z0L:     -4286     5
uS5o1J:     -2599     
ZoHQ_aOqPp:     -585     
e:     3369     false
Mc8p3EsmrzDZNYcA3pn:     2668     true
IFzlM3yDORhu:     -441     true
eJuwA5K:     999999     false
NBHqDcFGcgztPXw6:     not_a_number     false
g0dQzdGQQr:     not_a_number     5
UBN2AWoBN5ydj5rkVL:     -2467     
hJqXv:     2981     false
phdEiMXRDSgp:     999999     true
OPSuhL0UL:     -2702     random_value
AhsuJSmFFi:     not_a_number     true
ECgohQ4sTeL5N:     8074.253913395365     random_value
ySo4235pSRD6qnX:     1408.1074839560824     
O63ATm8:     not_a_number     false
wPP9rFp5DHUuuUB32u81:     3619     true
ly7CnN9A81DgN6nrk:     1120.7686000531921     5
uRhe:     1814     false
yqtzR8:     2216     random_value
PPVAE45W1Yn69VoRSz1:     not_a_number     5
iFyZXypKZeyWssSW5:     not_a_number     false
KEhcDO1A3N7x92:     -7606.567053120996     
kD:     2046     
qPGvv2GC:     -3692     5
KP6N:     -2407.914462950782     true
m4FIc0b9mttuRu:     999999     true
f:     113     random_value
L3c1r:     5718.6721777088205     true
qRR43rNOKqTH:     2376     false
RCXvHOhKWgDj:     -2144     random_value
xP0iZ9wgFuPL7ImnnE9l:     999999     random_value
KUGS:     not_a_number     false
sHsgt_dzB_UKh:     4597     5
y:     4539     true
DHsxmcq:     3054     random_value
d7L6T5rcmnaW_z8l:     2711     random_value
dQ6k9BnF:     2801     true
tBIGeQz0L4OvKUD:     -2946     true
FMocNYhWkQR8JDFD9k:     999999     5
elhTX_LWR99ax:     6987.108031999367     random_value
Fsd5PkQ4lcfJeh6N7f2B:     1656     true
ZqwYM:     5599.262740691438     
FsKsx8q0w8DrpMa:     3441     false
PrPR8pAfH:     1830     5
NbVBPHCVez:     -5572.6916916431055     
TW7W:     1662     5
SQ40ijp23LF5Lw:     not_a_number     true
El9FON4Ckvc14EzffKXN:     -4106     random_value
zEeuZ0:     -2341     random_value
R2zDO:     4339     
m7uOxRiQG83:     not_a_number     
y:     999999     
A1:     -9272.948996695419     true
bpuVQFV:     -3751     
SAue3Xsq7X4H:     796     5
Bal4Xa3r2XJ20:     -8336.703547428278     5
y_q9Zz2:     999999     random_value
t:     not_a_number     true
xRGYmr8FFR4I5FB:     not_a_number     5
IKIfHO7cd2grDcqAWB:     not_a_number     
teDIU:     2483     false
U_O0BLPRT:     2893     true
mTsiW9XSc_8aG:     999999     false
cscP6Fj7f9a:     not_a_number     5
YhouK_WiZcKAeLwgH:     3566     false
GZVA8CbyBmOKz86VHyd:     -1619     true
MvlI7zwn5Q:     -4095     true
Q0uKTAdnDWgLr6Y2cvGo:     -3485     5
BCQC21ZumeCbV9L9781Q:     4721     random_value
Vx4LDQVj:     -9923.14564004252     
xeS21jquZ71dskAlPf1h:     3657     random_value
S:     219     5
gsP1mydv6Wqk9Cv:     1049     random_value
Tzh:     not_a_number     
iZWJGMgE:     -797     false
x:     999999     true
kJmeb58WfJ3VIb:     -7736.260510331603     random_value
jHtGj:     not_a_number     random_value
jnTyqdwNzH1gURhmXfbd:     -4186.546506691964     5
onpVGOTA8YL:     not_a_number     5
b7cYx0SXy03b8YW5:     not_a_number     
sD:     not_a_number     random_value
rmTOj0nnsE8E5ig_:     999999     true
MO_bHly:     3323.5883727552064     true
c:     -9339.128918457522     false
qK1:     not_a_number     true
f4N2tJNiZU5hBgN5ZO:     -1019     false
oyD:     2262     false
lXvA2v97M8Ohz:     not_a_number     true
hPqJqbgWhChScsU3u:     not_a_number     5
vaaJjN:     not_a_number     true
JWtmzOyV4St:     -3749     random_value
CNGQpGPQ1pJgQ1D8dyR:     -4319     true
QsBmLlcnO6fNYX8:     999999     5
h0y:     999999     
K7SvgDOuUc:     -3886     5
yN:     999999     
TPZ:     4160     true
swKvMQaZupAsdJ:     -2701     random_value
de99EcQmQs2v:     1143     random_value
XPAAMo:     -7181.614179185769     false
ayhYrsaeZKP8r_5DHBPG:     3580     5
MBanRvev4cT:     not_a_number     random_value
MLoY2uLitZUmQF:     999999     random_value
WCDywxojSeR2e:     3785.460841029426     true
XT:     -9863.623556318526     5
c2cIhDEK0hJRN:     not_a_number     false
ezfV7tpsoSxJ:     not_a_number     
X_rhyE4XnSi6n3oKSj1:     999999     5
HGkZSiQ:     not_a_number     true
nTt2wJ6MOwhfL:     -1674     
cKTfxEPaidI8U:     not_a_number     5
Ll0WJTRc:     963     true
Hix6NP_3UuNVbrG:     4550     5
de18mTNJYSfcFBLd8EQ:     2323     true
AwHp7yb:     999999     true
MM:     999999     false
BGpvY6byU:     8971.672244848422     false
m3_JRa0Q:     346     random_value
oHnGghDRD7znF:     3794     
cpuILwYlWigfHpn6bGEX:     6217.3938373632045     random_value
LIyqwYy:     999999     5
Po:     3235     random_value
gnGZaGokxcgq7NSE2:     -9675.746308121452     false
Gr5H1WBDDXkMsdI5JK:     -50     5
s_VY:     not_a_number     random_value
IzkzgVwD72bPuCwv:     -1260     random_value
sWEX:     1597     random_value
mGz8npT60AJjBSTBxM:     1092.246909407162     true
mFumia:     -4536     5
MG9qB9:     -4218     5
Sfh2TGJxjtjeooJfOUD:     -1782     true
eNpixLz:     -3065     
u4sbQUP:     442     5
Eg_iCfL0:     4538     random_value
J:     2229     5
VzWhHzJKPBbO:     -4886     false
SEFGWYX7K72G:     -3390     true
n7FwB:     999999     false
GKSNcQ6HTb:     999999     random_value
Fcn4RVwI1K7NzA41L:     4994     true
c4DZujTRyZNwbtRvHyY:     999999     random_value
PogNBLtTUY:     1061     5
OjsS_QSvkInwRMQ:     -4934     false
Cj79id2ozdDZKL_X:     -476     
zsZlgz:     -467     random_value
ADlmLV6flnB:     2575     
U2F4OM:     -6450.9582122059     false
Y4kLXsWrGTD0:     999999     true
qjO7fK5FEowse:     3927     5
nx0JEs68D8fT4eZBT:     -4429     random_value
U4YiNq_pz3J3AQ_bdgoB:     1022.6903249176285     random_value
Lk_3ru_9MWYQPayuEy:     2646     random_value
yj_xsCaSQolFP1Z:     4042     random_value
KzMtsFhDO4wXLnb3W0K:     999999     5
b03zDcrdti2QrV63j:     6465.694192665578     5
KHwHgx:     999999     5
ts7ELMk:     4559     random_value
B3X4GU1vBNOG03dTeBC:     3810     
yW:     -990     false
Kj2aROXw_3:     3775     random_value
c:     999999     false
eDpCtCTczWH4M1FliG:     3808     random_value
w3yUF_daTG5dBw1OK:     3591.2101305055203     false
fX2LjHq6Ciw1YARfDP:     4041     
NkGL4PYspr63H6ceN:     999999     true
JUdZZwN_m9s:     -1251     true
LC3oq1K8G4di3ukK:     792     true
K3KaByW98UXIsr:     3965.902624856233     
PFtVi2EvIUgSEg:     not_a_number     
eqToWE6_:     -3404     5
wYa9rGHDJsIpJQIR2Y:     not_a_number     true
kSczL:     -2710     true
d9nCPNj_ISsoEmFGieG:     -2545     random_value
wwqFBHDecpo:     999999     true
kkNKTR_NTpBj0VnvI:     999999     
r:     3095     random_value
Y_UEBGHsRwn8:     -214     5
gjS2Oyte:     -1447     
nCy_y18RiKTdV:     -2173     true
XyE7Kl:     not_a_number     5
Impd3ESakEL7EmU69U:     462     true
TFXq4Ae0kz5Xqju0:     2344     
vhhXHqvXXNkjrEIn:     -635     random_value
eY:     999999     false
bnoiuKW67IhaYQH:     not_a_number     false
WYiKiJyRCt:     4919     5
JKjsUWUafuiAMy2liV:     999999     5
qGrnfHyf3TKQpRQ5dVDB:     591     5
Sbp17QwedAbalG:     -1288     random_value
aw:     3283     
tQ:     1635     random_value
IDMD4d8yDbK4k:     4328     true
wnryZ_l3:     not_a_number     false
v:     8057.545596337928     true
jfqQ7qUFYyPZ:     not_a_number     
Suj3JUct6Ux:     1848     5
vCkC:     1161     
Oq8f9DK889LHq:     1486     random_value
jP21rAi_gZRKvD:     999999     false
AaaEbgRm8gBSldEGq:     652     true
u1Dc0r3xnPt:     999999     
AMcq1ARgrqWyNTx5sM:     -3384     random_value
SS:     3092     true
EQUTb:     2052     random_value
uLy:     2743     true
VAdJ3Tf7j2H:     -2676     
ElsrSpqT:     -1922     true
MKk19xEJMM2AEovCPQn5:     -3648     random_value
xIG6fpId4AFlA:     -1152     true
HjmN:     not_a_number     5
unuKP8:     999999     false
i8At02cpwySiE2qYZm:     -1     random_value
tShLBfkIb:     not_a_number     random_value
R7N223JK0l5S:     864     
wU5KbdU0BPJw01wYDLhA:     not_a_number     false
iTGm7zd3rER0Pv:     -1792.5103134714664     true
qm:     not_a_number     true
veCMhLj4i:     -3337     false
of1dfSNIt7vU:     2962     5
NQZRwNy4Jpx:     -9189.791859999992     false
ta1Br8_6:     3775     5
jzEyG1MWbpG:     3070     random_value
W1s0nuNYhOKBkz:     999999     
RZK:     999999     5
VLIO:     3888     false
xl8DeycMc4GR:     -68     5
OdztbNvbHosCmn1WKn:     not_a_number     
wSewM:     -9834.040793735883     5
Iptt3Q5zwcTvh8THB:     -3833     false
sLmREmnzq:     -332     true
oZDAG:     -1598     
yCz1qGi5g5RtV_lC:     4635     
Q7i:     not_a_number     
U0SYetS1M_4T:     not_a_number     
A9_5ErXwMfi5nuh_:     999999     
cRzR8k7srnHr44bO:     1717     random_value
MtoCRNecWQcV5f:     897.59298737887     true
zzzrCdkzWD:     1923     true
QykuBPWjqo1FIZ:     -3148     true
sO7WbZdgKHv:     -4082     true
eKmbxKIupb1VomJ4vve:     -1914     
VLNVCFfst:     not_a_number     5
Cr:     -2000     false
LXktxeWq_HqjGkR:     999999     
C9ImNyDwdWMMWE:     118     
K4gC:     -441     
ldPhFxH2:     2646     
R:     -1474     
RQMCAtxG7xwiG7kqu:     -1994     random_value
BEI5qSlltA0rY6S:     3549     false
fNjkv:     1869     false
XXoXC8:     3278     
uBDjGnYqWHHYHjbnJ:     -3442     random_value
T78sKSdWrqUn:     not_a_number     5
JfS4a9GtE4lv:     not_a_number     random_value
cU_0J7:     -2290     5
vDH0XE:     2213     false
JJqzkmU:     999999     random_value
gjwLszxRWraPf:     999999     5
OsrpKS4OvoTXKIzW0:     2337.7293380916944     
KO:     999999     5
I5jw3ODABc9BcK:     1798     
EbOFOW:     3837     
w:     999999     false
nGb67FQ3I1Ue:     -685     5
pM:     999999     true
I6:     not_a_number     random_value
Nq6y8Ue:     7506.015744311939     random_value
vtHtPKdJGaIWWOh3eK:     -3476     5
O4E39ZF_2aUsPjv:     -4532     true
SBKuBKRT:     -4561     5
sG:     -4927     true
M3T7wzym6z9DX1:     not_a_number     5
m3B2TWnMY:     999999     false
YNb:     -4187     true
OMPW:     999999     random_value
GnIjsd:     not_a_number     5
PHnIa9UXm:     not_a_number     false
m723L:     494     
NATgQyKRS:     -4432.818141288346     random_value
E9TCNmWQ7C5rgOJ0:     2964     5
zRJMyQEJQo429XYV:     302.44541005701285     true
krQyEb1no1:     -3669     
T:     3861.6355377979544     true
wEtE3c:     1421     
yU54W7by8:     999999     random_value
gsqw6_9_GBBrzKx:     -7492.933201183038     random_value
PiHW1rE_FF:     -1843     true
q8Us:     7817.090517447232     false
sgVe7I5rXqitpOmzqQ:     -4638     false
bEEibZde3PReajHx:     -2670     false
ctA5mXa:     979     5
NXED3BfF:     -1026     5
Na1mMX3zA:     -417.86204809396077     false
yhncyS3RhDDvDz:     999999     true
syova:     -4910     false
BvVxZlhRQIPpzFa3nZ:     1203     random_value
fiR2UtZVZ:     not_a_number     5
PgtZCwhAmCIAAGiWyV:     999999     true
VJWVRK2DMr:     -6815.452459231912     false
o8YoVe:     2048     5
rgnoS2vbXKwADL:     1526.1407555687256     random_value
iNCHdzTBartKBNOwr:     2994     random_value
d21IDeXSN:     2375.116967692262     false
BUWiWPZx6:     -6467.88246911965     true
NJXvAWkpxexFgMFie7Fz:     999999     false
e0Hpid:     2613     
jJEmFHw1Reh6FOiA6a4g:     2860     true
JLCz:     999999     false
IPpQJeCsNK7XqdlG:     2467.9211047192603     true
js:     -2880     true
q18nb9QjT3FcLMEC9XA:     not_a_number     false
KD6K38Goy4I7W:     2805     false
ds57wuEqihJKIM9:     not_a_number     
AUApMr97yRs:     not_a_number     
UvP5ji0RcfABMS:     4856     random_value
q_P6orOnPweyt:     -4220     false
gMxfcb5IWD9jXn4KKQe:     999999     true
c_4o:     -1380     
alW7_:     -500     5
iJ3:     -1283     
TkrYkhIQmjlLqv:     not_a_number     false
tbAycBzRFdPf:     -2023.0404693854998     
U5DHFR_GWAHmj:     -7550.087710445346     true
i6Y3EMg1:     4406     5
M3l7dC54dDMk:     -269     5
EbJvf3o1HIjb_h2Juhn:     -2505     
PUe:     not_a_number     5
UnxbHuBUmku9:     2749.726957779827     true
P8PkSWHRow_etWr:     999999     
UhM4:     not_a_number     random_value
bCJO7JSGRBlf4:     not_a_number     
pKeZlRG2:     7277.356900485516     true
yB:     -5640.366406503945     true
I39S2X9ms:     -3633     
c8vXzMntm:     999999     true
P2FebOQm3V_ZYVLcQF:     643     true
ZRcIeB:     -364     
wbmRO0:     999999     false
at5jRhVrgah4WFFRC:     -1383.9000730480839     5
AfP2j2BAgPmj1:     not_a_number     
vGFbS0aaAfxIeW27UHz:     999999     5
JAPX8PkLjp5cnldM:     not_a_number     5
se_:     3074     5
G:     999999     random_value
gF:     4725     true
QcNCcUQbEQ:     167     
hhPJJ3nwD:     3407     true
R3G4mKJT8Z:     -4639     false
LTA2KsvsQfcxMceeGn:     2030     
I:     999999     5
MvQe:     4021     
buE:     not_a_number     5
vl5P_7hkZ7qCFy:     -1686     
QhLpVxX2JV0:     999999     true
eH5Cs:     869     
g18BLReYH:     -2040     random_value
bN8f1Ml0tM:     2477     
GXFZTvj0_nVqNUFMh:     6164.687682420628     5
V0WHPfTGOIt:     -217     random_value
ar:     -3518     
lEMujn2:     6169.112851834909     false
FQ_pzkH0CY7FTapC:     5658.995266939699     random_value
S:     not_a_number     false
cD4yYpP9w4K:     not_a_number     5
gEyZoYaA4zOLSE:     3233     
W8w1Amn1b2rwBH8r:     -1363     random_value
W2oG:     1253     false
PG5K:     not_a_number     false
aZIfV6IoF:     not_a_number     
PAw2kq_sp:     4960     false
tv8P73t:     999999     
kFVdN:     -2751     false
ljyuO6RaE0l:     -1862     false
Hz7:     not_a_number     false
jcEg3zKvog1HZkff:     -3786.2127645198943     5
jatbkTpb:     4245     
QjSa11:     999999     5
u:     -251.0978715006895     random_value
QsIDnHN0i3s5gJvkGi:     -1389.600489232589     false
h61dNHStsPlp39:     215     true
n7Tz85yhnR:     211     5
X3WkOmbkwqz4SGlTx:     999999     
r0KqPDBFO:     4499     
tGQW:     not_a_number     true
V1ngUvwPa9LJ4T:     not_a_number     random_value
VgUuzsx82x:     -1354     random_value
EfkC7aorxwD7dcbt:     not_a_number     random_value
wBidCFa:     -3665     
qXiLcpkGM0:     3967.2158533122565     random_value
py:     -3691     
Ks3yM8wP7GEF_XX4sfz:     -4328     true
YhBkwec_JvbDzxMR:     -4125     random_value
QZ0Uysuq:     999999     false
M3nIePWjF1ebb:     171     
H7O62vjD1xIH9iEYkK1:     999999     true
KZ9APhWA7e4ltK:     not_a_number     random_value
hj:     577     
YmpYlPltUhJfd3d6I:     -2668.8453085350175     random_value
Lfcn3pWsxJwR:     7807.08775343962     random_value
RWv2ALCUc1Ydj8YUwv8C:     -2052     5
Z1fS2hdWA4wQ:     4240     false
B4BgwQx2tfG2L:     -1268     true
sf56fuNHMVQBSOgYW:     -233     false
dWaXrnWdg5mejg:     7578.032185574928     true
zURWglePVMzbcBO:     -2026     true
PmbyDtRef:     1630     false
BEPhx:     not_a_number     5
dAMedBFCu9hfP:     3500     
hMSpuF:     999999     random_value
WF5LnDzTyluVBb:     not_a_number     5
AcRGbId0dygv2:     -167     5
xEzYmLcX_LfFcPZp3Jsl:     not_a_number     true
XtC6WYaxnxjG5M:     1575.6827468222727     true
Qtuonr:     4764     
AoX:     -3906     
sYszJp1QY0nv:     999999     5
EWwTku6Su:     -1645     random_value
NAIc:     -4001     random_value
YRi8ovlEJu8jqUqxr1:     not_a_number     
VNg:     859     false
QDoWxdGw_11:     -2369.4595946713525     true
nh9te:     -4292     random_value
yBvo:     999999     random_value
uLfPTu6_xHT7fL:     999999     5
skOO1:     not_a_number     
fBsv:     3765     true
kOdl:     999999     true
pUn3Veee_qU96HZ:     1679     
Wb4l2fnd89c8:     6814.337843493518     random_value
LevYRkezfTnG8Dppr:     3925     random_value
Scx0iBMJG:     -3557     false
sFtpJ3jfXRAqbxVg:     -4183.34465445682     
e9:     1363     
UJfZbH4:     9356.903956009151     random_value
rJtA:     3414.432529128957     true
wiKMy:     999999     false
NK4IwucBGlt0t:     -842     5
h_E5uvcM:     999999     5
uUJjZ1m3_xOmiGTwUuJa:     1013     false
aSzF4aQebo4oM_Z0:     -3459     random_value
Q9y7eCmwrx:     -4317     false
IHfYNah5x_F:     999999     random_value
cy5Upy:     3385.8502314103607     true
Jbl0wN:     not_a_number     false
tRAXPkCIQi1:     -8181.735187767398     
oMf3:     1520.8692200477853     
QCSviIQ9FO3yHf5yr1Y2:     2365     true
iDr0QjbbQfRa:     991     5
kkfVvnB:     -9422.04517400977     true
MawKP3hHmlj:     -1163     5
rWn:     -82     5
t_4jdYvmLE:     -1733     5
STnTNC4aX:     -2168.698497613328     
uwyRHbNF:     -1688     
Unbcfv2:     not_a_number     
veSRkpf1HW:     -1065     
eijwIB:     999999     true
mEzehOTFd8gcu:     999999     false
hHjH0p2Z3:     -3274     false
JE816mEls9Y:     2365     
svDaVTY8Tmqb3LzGvUv:     -3559     true
Z_JnJKJ_8ij6U:     6319.9324599779975     5
Aw3n3VvFnrXPB62kyp:     not_a_number     random_value
n9VMaAG:     not_a_number     
bRvGefm_6b4hi_y:     999999     random_value
P5sk9aFt8:     138     random_value
QwNurvG:     999999     true
nmCMmwq35GG:     7945.564892951254     false
P2gtFJCg1ds0:     -9221.74075654485     
L3ftwJRsg1ug:     -1208.018547482634     
s6ONmbo51IZl:     -1136     5
m1TmHYKtxxTgeoQqg:     4266     false
tpnd1h8cACppZm0QtC:     999999     random_value
tvwHjJZciiJF:     -969     true
Wofw:     -7308.088793257115     false
ZgegagjX0uawO:     not_a_number     
qDT0bt:     1667     true
E51j:     999999     false
AgThE6KC11vXMh:     3848     false
QgblE:     2374.680138384003     5
VMHUj:     2878     false
PSzWdqYuRKoW0bN7:     999999     5
Y8_rwI78QxmKX0:     999999     false
mYN86ynh:     not_a_number     
osRB8sGB8ig9mw:     -2209.264619598097     random_value
oVi7E:     not_a_number     5
Oag:     not_a_number     random_value
Vau3nieydslwDi6zVedz:     not_a_number     random_value
g1_e:     -4114.728450626606     false
hLHSuGdtxSRA:     999999     true
w_lHUMkFEQq:     458     false
AIKwrm6:     not_a_number     true
OfH1jwO:     3899     false
rwVmxa4vbt:     4156     true
TsidOSpRqfaER:     8206.611137845535     true
AL7dHIGRQ:     not_a_number     5
U_jQY:     -3284     5
llK:     9616.343033955767     true
q2c92C:     5516.171356371493     true
h_M_VJrzUQOGdrwR:     -3877     false
DwW_wofC:     2722.3585437184993     5
vYRSfEJ4Y0BGRq:     -4161     true
k_Hfjs2N:     1593     
Y0N0FrgKtBYyEXes_ccm:     -4578     false
kMRvPII:     999999     true
O:     491.98456328338034     5
NjZ7XPvD2DN:     -2184     false
rU2lZPjPsFqxrq:     -3503     random_value
o62_Mtoh:     -1483     true
bjQM4ITauQ:     2603     true
MkHIhZL9OqEQGCl3n4Cy:     not_a_number     false
rEO7tGg8HdXb7NXcQc:     999999     false
